variant,source,line_hash,actual,first,second,third,correct_first,correct_top3,covered,raw_shortlist_share,calibrated_first_probability
baseline,news,d4f2998d13300b8a34439f4bc41ae916f0b0cef076d081e3b3f91c7ab70d0c0d,yr,is,of,was,False,False,True,0.14740976416669577,0.11925929270870025
baseline,news,f7d1885d28708b1a5540e4091b26a1cce73b272882a1485c220607eab99f3f12,included,is,has,includes,False,False,True,0.21722230296156003,0.17189360622624078
baseline,news,9f24c619daba70f455fd082253edda422fbf0c4b847f177bcf208620fab45acf,city,court,day,world,False,False,True,0.07906925611460824,0.06713867542746123
baseline,news,4bd1ad65840258b47fd2c0a382adcd642c098a63dd60aa0a97503efe4b6d1573,serves,is,has,serves,False,True,True,0.2982345553060192,0.23371724539600638
baseline,news,7ae7ed8c04a788e2c11f880257b7b0f93c8fee3157a2a9a5abc418627874fc3b,a,the,more,updates,False,False,True,0.1938333899756411,0.15424202393074815
baseline,news,a2fbe1ddedb57710c186dcbfc2efb1dcef29376bd4dc0910967c0ff0c4028a80,a,a,no,an,True,True,True,0.41297635314772835,0.3246827315623162
baseline,news,d27875ad59b0682d68b622ba5b5efdaa0842fc67198c3b34675a52c39adcfb51,the,the,universe,our,True,True,True,0.542781482663116,0.4353846263315252
baseline,news,e38dae536f5c7ea889e3c86c3c8d05292034078ea42e9488a5a841479d142499,felony,number,single,little,False,False,False,0.029797713544584395,0.027660601015835867
baseline,news,08ebe3567ee2408d6af3f883b24cbeeef182057c6058b9346f07f8f3d7722262,of,of,the,by,True,True,True,0.8474082359133673,0.756420555320372
baseline,news,1b27e245bd908d68f1f150d40f51be698c316a81ab7c94e401d0cd28c2342ad1,was,in,with,was,False,True,True,0.13562108129332387,0.11035494104488627
baseline,news,77ee4ea81099196aca34c5f51589bb0473085d006e5c33f0c916337b25acfc8d,nine,eight,nine,ten,False,True,True,0.7219443841461112,0.6098504376905081
baseline,news,5c4cc665eff7d0878359ec59541e9d270abe33de59be3d1dc105dee0682ee91d,jefferson,the,st,a,False,False,False,0.3938649970842605,0.3091613923972418
baseline,news,96c05144fc8d394726321f66cfa346d3af3575b4fbb5e8b3a6a5f78130f58641,referring,and,he,the,False,False,True,0.07505765619388416,0.06401793644870392
baseline,news,445adc2b50df3cf24017d4cab8a763560964089957d004ca2ecceffdbd0e9030,said,said,was,says,True,True,True,0.3528518242709414,0.27638951535095446
baseline,news,15365bb04842559966ea86a85f131ea24ee8585af16b2cb7a31a2040fea2d5e8,verge,verge,line,brink,True,True,True,0.42451603106833347,0.3341388752263557
baseline,news,807cdbf8710b48d01b718a26c42bb1170d90c87257d2f13130da9333848f66d4,it,it,the,and,True,True,True,0.1886008673533772,0.15029863469245264
baseline,news,9b8c86aaa7bd35716076383a6007b80b3a681954360279ce07f17d65e4101cb4,dozen,dozen,third,year,True,True,True,0.4796749826855866,0.3803055936766333
baseline,news,45337a57306916978c0c3483927d6124df84e063dd78c4075ec1e677d925a638,back,back,love,email,True,True,True,0.07812267423100173,0.06640326870940767
baseline,news,574ca99c1c17d01a024eafecacc51c0248af038c10a1b19e4080e500cfed2efe,erroneous,not,dangerous,a,False,False,True,0.18376362838588806,0.14665419466132876
baseline,news,eedfe21e142408dea8b0374972281ace9b0d45aa7db11c70cf6943ef1d1233d5,trading,the,a,it,False,False,True,0.2849192473491481,0.22345400350193392
baseline,news,fb6e776fa2edc969a64700e3ffb6f3f84f7e9ea190536e6204759d06bddb7f69,latest,new,first,latest,False,True,True,0.08436242647210877,0.07124070984167301
baseline,news,807bd99dd0466eed612abe9198daec83ef19dbd9203757d91587deff3add880b,new,the,a,his,False,False,True,0.37833965400689895,0.29667339475167004
baseline,news,c80ad7983eb187c698acbab797bcdb5bc323a1773f3e417c35de3471598c8411,when,a,because,to,False,False,True,0.08724782928941797,0.07346994167240775
baseline,news,1b60611e463b77f54d8abaea53835ae7f629318b6a760dd7bdfffdab87fdd9dd,older,their,families,staff,False,False,True,0.06410221949716152,0.055434488112604506
baseline,news,9f610e8786c22a83be81bdfe56a0e6700c40590dbd20fbd2c3420ee9190a8487,they,the,i,you,False,False,True,0.2233764406794956,0.17654768559097084
baseline,news,1a6176fec639eb8cd452b785325aae2a37f690d4566b9045d3a196f3fca071c9,mandate,federal,clear,state,False,False,True,0.26451858251139787,0.20781779246738832
baseline,news,4eccf4264cada34289371b4632e01211596807a84e55c2c441b3bd903405671b,laughable,that,a,the,False,False,False,0.47386348768732517,0.3753609311197446
baseline,news,7182c4122beb661a7f552963e97e96debaa0ff3075b333fca622dfdf0f1c0d33,others,of,players,other,False,False,True,0.4132321135475076,0.32489161082113827
baseline,news,b78bc73349538440f0b321d6bfc556d1d4cfa275f3367b444ab79e55658d794c,died,a,the,was,False,False,True,0.1390009128122965,0.11290977990466323
baseline,news,45cf0a304d8d7445ae84609516177d577f4d058a599873c67f29d36c05093790,that,of,i,in,False,False,True,0.15914869239280127,0.128111349360201
baseline,news,d78dcb25259146239644b989e736e4a7b2b059b25b91fb690f71a71fc463797e,persistence,and,teaching,learning,False,False,True,0.11391412082051748,0.09389311603416492
baseline,news,2cd7d3b32146738ada2b797e16e272d6538dc8776811b2120722b10ad2520e02,film,novel,time,book,False,False,True,0.21551734562933028,0.17060505521032543
baseline,news,84235422da29968cfc3ee34cd90568075a51509ffb7ecc6cf4eeee6bb7d89ae5,not,he,the,after,False,False,True,0.135032771231366,0.1099100495488538
baseline,news,58328827527a863ca5c853256ec93d02408167dc6f3c469cec74bf6489388e89,the,the,which,these,True,True,True,0.5007769694072645,0.3984330567468979
baseline,news,f9ffda5f42b0c5b5c3a6024edfd9662e66f7bac3cfb8cb8f3cc56afb84c6dabc,cereal,cups,filling,candy,False,False,True,0.3951568823117858,0.3102053139518167
baseline,news,0c1b7543bff10ae3c29b51f2ff2f980a29bf3f27267a151dfb9f5067bcc66edd,next,best,city,services,False,False,True,0.14499488887174927,0.1174367087081504
baseline,news,9717d0edcdfd96728654f8cbdd05e4673b60538d1e95f29552a6aa84c138f351,broadway,washington,sandy,foster,False,False,False,0.21647387880486205,0.17132792955964313
baseline,news,048794bf3e80d387fc24dcb0be6f0be26ed12d7bed3764d94736840845d53806,saw,from,in,and,False,False,True,0.19443274923644552,0.15469381314015102
baseline,news,3dde4446684c340574ab2cc57cdf14ba10d6d78332aafca20fa252dba18b0f67,drew,on,home,is,False,False,False,0.7410317973600795,0.6305218855436595
baseline,news,14fe936100e3e2a45d205320208579afa8d2cde3b12e7bed9507996180107e3c,they,in,and,where,False,False,True,0.21043676093948357,0.16676725946339896
baseline,news,2106182c051e5e8e8d3bb9696507af64cc483c643a5858884f68d3867d1cb03d,the,the,but,and,True,True,True,0.12504958195188823,0.1023509687142206
baseline,news,56c06ddb9bdb3caacadd6349de8df74a642703f7a16b691a91e3b696076cfa4d,ovation,in,the,and,False,False,True,0.07380764249483932,0.06304325132723695
baseline,news,1e4ee016a9ae8efbb7f873c900d7fad4b073628d543b2f3ff33e02c8d4aa2f60,offensive,offensive,outside,inside,True,True,True,0.2636428817142668,0.20714879649054183
baseline,news,d9a3dfd7c4bee3fae7132bb8309aace534afe080b1531376c28deff1b1707c33,rescheduled,the,scheduled,in,False,False,False,0.09152699923788378,0.07676785135591914
baseline,news,82328d88c899cfee3e54d40e86e35ee9a3d26f5541e17a07ee00d8c180390ea8,about,the,age,they,False,False,True,0.18662153273517615,0.14880727593225035
baseline,news,da7df5ec314594a1dca449d3dd5a1b99b0b96ece283c1478d116e4e49638c778,php,calendar,or,of,False,False,True,0.09994227349434517,0.08322811345201947
baseline,news,e29ffe2f314c732ea5662bb06933d3a57bea10dde1a9dc003b80373b03a8095e,to,to,as,on,True,True,True,0.5370842061666283,0.4303008807984923
baseline,news,860ecc5a173754fd7d000c1c6ee73f49adf9e30322be61d06378de511ca49847,lead,be,lead,have,False,True,True,0.11046254076063335,0.09126456080637994
baseline,news,82473fa5d3be96b351d98586bfec248296a80aa4f40cf2e4529682e52ca525fa,avenue,century,is,i,False,False,True,0.047970975997516416,0.04258681272509956
baseline,news,6a79e201f6128ad18f2ff20ef29449ffad60c6dd2a3e6dba647022ff29d510e8,minuscule,a,the,as,False,False,False,0.09299871531564509,0.07789998026404002
baseline,news,586dc40f9bc96e871accc4d25412c6a36e2494610b897f21a939d72cee3933d2,high,failing,a,the,False,False,True,0.12966064209177733,0.10584476266558038
baseline,news,125f03bc328e941f4db6cd8dc8867de8fff4cbea70b3634fc9221eb698dea945,and,and,training,programs,True,True,True,0.781888303413329,0.6765454976774445
baseline,news,9a4964e64e16718c3a5f689e03478efb03b772c7c3bebf9ae409ac79c4aa4d0d,ticket,trip,car,rail,False,False,True,0.11055299479009516,0.09133349317210789
baseline,news,eed9dd44146550e445e2edcdc2d3292308f2c10ae63b405a5eff2e9724849e95,your,to,and,in,False,False,True,0.20744917874036709,0.1645117463174778
baseline,news,8d3ab7e4cc049a9f487e2f5b5611fa3c42fccdc9d625c56a3cc8c9f2804a7b6d,might,the,it,she,False,False,True,0.4113517471196119,0.32335664970387545
baseline,news,ae821169cf004a3af90921a2ac48056da0138c3e1800cd3474cd2df98ce0688b,companies,that,for,and,False,False,True,0.3080363775711173,0.24130444378447538
baseline,news,5a69b2edd515468f221619e44bc53f4e7f23815c51c3d7b5248903388007665d,roughly,about,the,all,False,False,True,0.17280421145573352,0.13839909686401214
baseline,news,4a44e00e4931aadf582f1fb077a66760536631b0fc8e98024382ef6d25c5feec,not,the,it,i,False,False,True,0.2419628585165617,0.19063682024437437
baseline,news,8a4257085ea6ce5aade72d257d963c084f643e43addd9a8c2ca84b55201b8e8d,on,a,the,also,False,False,True,0.16506765371335885,0.13257130396990646
baseline,news,8f2a21b4f7c06b5e9b6c447d736019f74c4f2391d93d9a47063012e3e38801e7,uncomplicated,extensive,normal,complicated,False,False,False,0.14067163827434107,0.11417206894715173
baseline,news,bc65d21c5d7a6f9ca5344267fef3b009d215bdd2a4fd1ec0484d9502718c9327,am,he,the,i,False,False,True,0.22548786333653437,0.17814559937197727
baseline,news,5333e647e856db307e6b12850a79489e0774ebe3d24847ceb021adcba5f45a18,nut,apple,and,macchiato,False,False,True,0.06790466639810426,0.058424648315499546
baseline,news,8e2c2d11fd535b1a4925dca52e350259f00c32e31f6811db8f478e3759a82c37,tamaqua,his,the,new,False,False,False,0.21660902055716985,0.17143006797270305
baseline,news,cc514a7e71a86eda18604aee96ff22791c802bd296250ac1ade30f52f32cc75f,to,in,to,from,False,True,True,0.22259856866676264,0.17595914843215177
baseline,news,62cfabc58137d956f558bdd8cca9d62b4a20bd62bfe4f7c206f47893b72e98c0,is,is,has,will,True,True,True,0.2628650477481845,0.20655470841092402
baseline,news,3fda6e1f4aaaadd23355b0dd4015c305d579ae515847da4cfc4660c44fecc830,weekend,weekend,past,last,True,True,True,0.6051320056997419,0.4926610736459338
baseline,news,e12e7b3b976ec7d984d9298670e83e00240cca6589a235f8947e30351c7b30de,be,be,look,become,True,True,True,0.622179725403113,0.5088928117975914
baseline,news,e34e3276416a4d1380bbc9990350a72164e1277ad69aeb421de3d8b613d88c52,son,fault,own,first,False,False,True,0.14545863875952703,0.11778676650161517
baseline,news,dc0ef87d46c845893d3441b4c7a40db2629427d09ebe66d9d68f270a77c6e388,second,first,second,third,False,True,True,0.2979887055504765,0.2335273025145938
baseline,news,934f6bdebdb56f18abbb9f79205562d4b962b5024ec2c33982380d798bc7d106,are,are,have,were,True,True,True,0.5185588859396176,0.41392915448471673
baseline,news,5ecafc9519e31659ace8c699738594f0909d0e7803e6d938bd111366bd9303de,the,the,this,texas,True,True,True,0.782198624279457,0.6769051123719207
baseline,news,e164461741903181ba484e4c3aee9ea5163103657b0afd24405d2a760d7a7324,ex,is,and,was,False,False,False,0.16410738846691716,0.13184784436065197
baseline,news,455b52299a9ab8fb2dc536503e2e9c93b2798bc0dceeb631613533be38f97b7d,one,one,he,two,True,True,True,0.1589626286240075,0.12797112149381853
baseline,news,ad9152b391e834c2f88dfd56e59d7b6010289d7d31727ee168b42ea1d01cc63f,run,basketball,season,so,False,False,False,0.12808093187610256,0.10464831083778449
baseline,news,357377ad8a1d4f265ad55dff9253734d188546fffd9e3ee48c1bdabfb766296e,on,in,and,on,False,True,True,0.1396467807246015,0.11339780152638514
baseline,news,a3281f9b5c3bf1df2729a3d2fbf6b11d21163a74543de5310fe6b5e28aae270b,get,be,ever,get,False,True,True,0.19664720542755373,0.15636323243635747
baseline,news,e13f6d3034d00c5ef8a71d7ed52e110cba72cc231a53b232654b3610d3702427,indiana,casinos,and,where,False,False,False,0.21807063049791423,0.17253487340397777
baseline,news,59809b6e046c370a959fb7de1d39fe10e8ecb83a14b9c10c09fda54519654d9e,maes,the,a,action,False,False,False,0.1627563471258668,0.13082991522526236
baseline,news,c12810cf79470485c86289eefbe0ba2aad91787b27f6198a07ce60df1f3f21f3,transportation,security,association,institute,False,False,True,0.06984945464344569,0.05994928890186714
baseline,news,0123342e657ec8cd27f010cd2319176229fe3ae51a4ca0024237af6cebe98991,and,and,for,now,True,True,True,0.5310981349077596,0.4249844803479096
baseline,news,145ed9af4da543ad876b1174dc5a1fed420a93a00e5bea80d24cca5097b90426,manning,and,the,in,False,False,False,0.17216828750799248,0.1379201067795526
baseline,news,b2565c860075e9a084d6db8a921f9f6eaf2cf7da4100aff97186e6467be34a2a,workers,borders,citizens,border,False,False,True,0.17074273728556313,0.13684633965717993
baseline,news,bcea6e00576a8e1c107957264ace8aacce88d6d5f6a600f6bdc46685cc5c1cf1,provides,is,was,will,False,False,True,0.1302600763285155,0.1062986384197741
baseline,news,dbccc856dec037b474895bc920f8587336834e55c1b3fcb5a6a892894fed5116,didn't,was,don't,have,False,False,True,0.06456387789489607,0.05579820175561013
baseline,news,5fe7b58727f8a246acbd5df24128591fd631e065308a9927bf367dbea5054463,ranging,about,to,in,False,False,True,0.12158747318195005,0.09972468216450912
baseline,news,4c3700122f128ac40216e35cc74cef8885e8a02ca5fde66d69fadedabb1e78a4,treatment,treatment,hiring,employment,True,True,True,0.3402887553272996,0.26648385923403867
baseline,news,42b0268a6c0cbf0c21ba56248b317dc88cb2f4378df3b42e2daaa2808b9aa028,led,is,was,has,False,False,True,0.27827115837602867,0.21834736319355788
baseline,news,256dce433efe642b249731aac433e1e4292b15b0899dd3d22f62433bca1b6ae2,something,she,her,the,False,False,True,0.16062248422265965,0.12922201193926483
baseline,news,942a6c61f6f67ed366bc6c7560d43eb7e110b27f2eeba9ec1ed172b04753ebf8,stat,way,story,place,False,False,False,0.6968765572995053,0.5834219870725933
baseline,news,3c012bf5b57bee543dd69d6c52e9a13666dc137c62933486facc3871108b80b9,and,were,and,in,False,True,True,0.2627713472251056,0.20648315151385338
baseline,news,7fd753f35312d03d164b96f9a4d908292b9258849047490e77cf08e5d6c17608,to,to,the,a,True,True,True,0.9965560343851076,0.9910097691971146
baseline,news,288f83641e63648a016006e6142f629bccb2eafb5267de91082e6af0b092216a,contributed,said,is,of,False,False,True,0.09505480370330432,0.07947993773464794
baseline,news,16a689e338e9081a306c6922f7640e079b0959e34c69ccd8345a86f031da8796,been,been,become,led,True,True,True,0.2257387729030304,0.1783355273506066
baseline,news,d898f2b5d4a63bdba797d06d40c92e17afd731ed41d1e1176cf81cd1878a7e45,car,best,most,top,False,False,False,0.28806697654463437,0.22587588452973334
baseline,news,f4169ee21b54791bab80692ccec930ea2b61e9ae2fc977ce842555cfa6e6667c,fall,and,treats,chocolate,False,False,True,0.3118584878629888,0.24427077902638977
baseline,news,21233369eb6bae5c8ca7eda91e4107cb766c540aa5f04d2fa98d50779203b9e8,of,of,in,the,True,True,True,0.8878544008778414,0.8105087389941159
baseline,news,915341d76842a64e1ecd3edadd7adc2b25a2a72e8102cc1d5d4d46db5eb39ea7,closed,was,would,had,False,False,False,0.20812363727576577,0.16502086066840743
baseline,news,736a1d52c0911e2923d2b9ab3f480d6316829b7606974313afee09938cfd5b8e,fourth,time,season,game,False,False,True,0.21552255017314778,0.17060898811693098
baseline,news,de244dc48d09816c494c5fbe07f57099de807dd482d5766c225d89308e278561,lake,is,was,columbus,False,False,False,0.10375872183909503,0.086148152317594
baseline,news,077c0590600e86d42347c0b7c7778663dc200d0f117abf3458129038df5f01dd,on,and,i,in,False,False,True,0.10850241279078345,0.08977015658572648
baseline,twitter,376b10595ebae76fe3d5129e8f7554c108b1fef0f6219a5ca20e127d77ac7509,girly,girl,guy,boy,False,False,False,0.25380866006872543,0.19964721030121108
baseline,twitter,29274b297b293ccb04a7fc82372a309a749cccd52f5b31be4ead0cf9f40f9bda,today,com,in,and,False,False,True,0.08300678726411521,0.0701917343106179
baseline,twitter,698d1efd18281d750728590db879d5e28087e0968337ebeaa47a585e703631c7,happenin,able,a,the,False,False,False,0.19829126646296313,0.15760285385162182
baseline,twitter,28b845b8cf6767bc34535a7ec5b42047878118737373f39a25f767b3b8b33f98,fucking,shit,cow,crap,False,False,True,0.23516492382010656,0.185477436372114
baseline,twitter,646789707a56cdbb2626e65f277fa312ea303447ff353d68b74af79fdd7e6ee9,justice,way,doubt,better,False,False,True,0.12888936227681258,0.10526066727812883
baseline,twitter,f9570f69fffa5793bf29cff4e3fa8b1205d859dd8523b6db3e71fb495d91055a,for,to,for,in,False,True,True,0.5787089467826384,0.4680054395008479
baseline,twitter,0e7f4b9ffd31a71cd94b5d564c5b924a94b3773ae2cddbe3b300f1fdb0d019e2,it,i,you,i'm,False,False,True,0.3326229809095697,0.2604675739377408
baseline,twitter,73bb8f85b5e07c5d5c3ab15de640d3d59b72e01d90e6cb223d5d1db10eb45fdc,champ,chef,maker,king,False,False,True,0.14091807196581294,0.11435822494868837
baseline,twitter,00a76f93e45ae3091051abe2b15b462c6cf8a541b444c34fe0910f73853bb9e3,backwards,at,in,around,False,False,True,0.3048585413356108,0.23884150105246857
baseline,twitter,eae904a4c21f0cc9ba257747184157909d40d489efea9dba906e5ee86f309436,mubarak,happy,merry,greetings,False,False,False,0.19540652186930701,0.1554278763457619
baseline,twitter,f50e590d1a0d2dcd689204d2e23b05341cc54fa3a378df6cb0c24e6db80f5f80,so,i,still,not,False,False,True,0.10249561930221994,0.0851823498543888
baseline,twitter,d5998cb038b954d3b9a3c3a93e851ed0001e042172d8e0707ef5a9027161f3f5,wait,is,do,the,False,False,False,0.12604674478808547,0.10310689525079662
baseline,twitter,d48a28e8a12f5cee2534b9cdec300e3148240c1b0e1beeac86b1406f7c6f4c09,trina,in,but,i,False,False,False,0.05660768295204747,0.04950134178839569
baseline,twitter,f88e423186b06601d31f811f5a74f08911bf1245e280d8c8e30b4f053f822c5a,jovita's,the,noon,a,False,False,False,0.36575549732176127,0.286626068928174
baseline,twitter,5047c53d4df4a02716537df5bc9aca7b08165229a734a5dbe624e78324d62d6a,only,well,i,much,False,False,True,0.20817879492577254,0.1650624983045879
baseline,twitter,2de81ee18fc4cafb6c93a7e2ee995155e5d09de34fbbfc77d04362eb3a5b0615,a,a,some,your,True,True,True,0.1370002446084721,0.11139767302164151
baseline,twitter,efb49ea0c1c2208e5b9bb9eed8349cb8c69fe4d188a26a3222877a337c3601c3,anybody,know,have,want,False,False,False,0.3232199178280415,0.2531154425077825
baseline,twitter,7d0d372a9ba6196f4233e3efe46ec86437c5b28418325a7c1e10d26fca0a6b31,and,to,for,in,False,False,True,0.290917144630956,0.2280711016042626
baseline,twitter,e3d4a75a22494649f1fa5e5ff4378000d3808d5548a9a765877deffc7a74370b,oak,main,north,new,False,False,True,0.12000237998260084,0.09852131096110814
baseline,twitter,0c22869b988686d3e909ceb65a6178fd40735ea3f0c249458b8907e448353758,the,a,in,with,False,False,True,0.29524461886376885,0.2314083914206228
baseline,twitter,406c168c75d40e1dee1c9faa5afdfee849485ab6d55e9775860afb3fa042a044,mehh,to,a,me,False,False,False,0.6721422505650742,0.5580825303958641
baseline,twitter,6ee4f5eebf9b6430b6785bb9a9df033e93fd54a7e35eb4612db14875768f3860,you,you,the,there,True,True,True,0.10193307361721385,0.08475201710860511
baseline,twitter,1f57ff20c15d747d5d7f9780a1cc93dbe55479bf56100971aafcda725951995c,for,to,for,that,False,True,True,0.38777529890477525,0.3042505516866618
baseline,twitter,b8643a2544dee1ed125d26578b747a53d38cca7f874b3312641205e6504f5230,and,and,to,in,True,True,True,0.3087477813464671,0.24185622541673366
baseline,twitter,001014c52f2c1bc238c7433e98824ba8557d9a5ba02dfed09248c73ec9a1afc1,right,was,and,like,False,False,True,0.2642266286433223,0.20759473396060515
baseline,twitter,9c24faa66d33b43ed80f9d58e6be966a35cc9542b98ebd8c59c29982c2f8dd90,the,is,and,the,False,True,True,0.050983539865599344,0.04500916177363997
baseline,twitter,c9cb98949656c8e2f4c0f529a8f9af9584068beb5675c6849d5dced54e492325,be,be,have,hold,True,True,True,0.7150046758982029,0.6024548607325837
baseline,twitter,e587432d069bcb3145e63cbdea0cb211666754677bfc254fab36bf7e6f2d8e70,exit,have,am,need,False,False,False,0.08894869562603068,0.07478190512644162
baseline,twitter,b9a246f673947f7381a58fc60048d3411d6462b4a780c0e177f1356da52b9aa9,dont,are,have,love,False,False,True,0.13189919609308406,0.10753939027861155
baseline,twitter,8c1563a640a530f9ead1e7b3340a9cb8f400440a668a929512a1db8f9e0aceca,o,in,to,was,False,False,False,0.09186849074018705,0.07703063914977208
baseline,twitter,acbf223812901ea7cc1dae5759638bf7fe78af047c772dc11d59f5e3b23b5505,it,to,it,your,False,True,True,0.4101009450459281,0.3223365435565402
baseline,twitter,3ac4300d2397c0497e9e954ba0c55dfabf18a9206e1fad5045ef28c0683ba936,get,be,work,i,False,False,True,0.3872224824830622,0.3038055598212348
baseline,twitter,87e7909eba14d5734143ebd7751d08ecc9dd5cce12deaaf517d851ed575dc59e,here,and,today,but,False,False,True,0.2982981353824685,0.233766370004604
baseline,twitter,6abdae8f5a046e6c173a9d9db1146115e96af9d8c35004260db570bdf12b544c,be,be,come,soon,True,True,True,0.7657029891675428,0.6580063654574333
baseline,twitter,f4a1b467fc533db65bb3aaf38e9607cfa1f73b6dfd57da0a99c22a442a44f29e,do,i,why,it,False,False,True,0.10814028400810384,0.08949393092901618
baseline,twitter,1ed2304017068a078adc8a380d6c0d0d2f71512acb479f29b664f0e3c6b4fc80,for,for,i,is,True,True,True,0.12117986007290951,0.09941528939699965
baseline,twitter,93cfe0469cc92a17f15af7d5817b6ade7d0a2155ac7209a2a139fe503288b9d2,treat,friend,way,friends,False,False,True,0.10780727360911176,0.08923987745074069
baseline,twitter,f8021560495a13f1629ad5c6d0ec7fe67ad248fbd83f6a66c23a5566155630e8,week,week,year,level,True,True,True,0.1510015301666708,0.12196899017171392
baseline,twitter,5bcbe5ea28b69fb985c8525a8e6a7e9be8e11642ed7d8e26c7c8a273a3175ada,thing,thing,case,of,True,True,True,0.17043712647669867,0.1366161409477139
baseline,twitter,79fdfdeb327b0d042961c6b0703dfa384834af9991fd00d96794d22ae78d5300,buy,buy,be,make,True,True,True,0.5300149372319505,0.42402516767523624
baseline,twitter,6015806b398ab59fa46c660dad0cb1396856e72111026a54b4e7d71d42f5a979,mid,the,a,and,False,False,False,0.29311240779615566,0.22976341252552326
baseline,twitter,fec9d27ce443c1d2490d00d0b3b9baae977e7e011c942f63e16c6de6fa2adc2e,ass,asshole,ass,idiot,False,True,True,0.3495339511413786,0.2737677776828249
baseline,twitter,489d0f9a7bcb48fa842d708bacae60915df131748f47158cd311d7cf2e032ca1,want,ever,said,has,False,False,True,0.15016419384855983,0.1213373989441348
baseline,twitter,8603908a3bd44979f2f780826cb09e22a09d97b77785e0c39d53575aa95a7049,in,in,on,at,True,True,True,0.26639633903498133,0.20925289088162063
baseline,twitter,aa5c6592f3af5845eca3001ca9dddea5882daddc93c789d6a653d783603799e2,see,go,get,start,False,False,True,0.12314169639790978,0.10090402780291083
baseline,twitter,aca9bebc1c571eab395015dfe1404003a21c9ee30ce04f75c9284b48c4c4cacd,showed,are,have,were,False,False,True,0.23690795367478074,0.1867995932959626
baseline,twitter,4e2f4a0b619443e0e239bf0bc13b2560804608856237aec7e99fe2648e3c5c05,bikes,helmets,bikes,the,False,True,True,0.30026307094368293,0.23528513225187683
baseline,twitter,863d9204a23fa85bfa2d9b314ae676e65ac99970f1d4e937fae18c4d1314ceaf,moderation,the,life,this,False,False,True,0.24584115580824123,0.1935839125433496
baseline,twitter,f43a6a17a0eeada118e96fcc52f8d534bc1fa75dc738293d6c621a704cdefc5f,minus,is,i,was,False,False,True,0.06395634127466804,0.055319519137118724
baseline,twitter,d482ce04fc513d7b080848160c0486946912cf383aa81f9cd6f0cebb8602add0,iconiacz,people,guys,bands,False,False,False,0.11841422700898327,0.09731498259088764
baseline,twitter,281bf527cd0df886fd540d696be94c18a9aba2d6ab0a27836e7b8bd9d9d34cc5,until,until,to,of,True,True,True,0.31232928815266503,0.24463647736450822
baseline,twitter,2ca8d5d6ca1e0460ec87e10c743c0aece2239ab8136608af500b44fcd546b598,at,i,and,on,False,False,True,0.23721986259896796,0.18703624117304918
baseline,twitter,1647627164e447b32592cb952a352302d29ce1f322775333272a6646e2365032,be,be,go,let,True,True,True,0.18290879551226402,0.14601023059979087
baseline,twitter,9153b84c90c9049a200b755514cf518b5d8c20cb6bc9fd34cb16cd65dd3f38b2,you,to,much,i,False,False,True,0.3613884299915599,0.2831543592955641
baseline,twitter,76ba653addb8c5857ce6406520f0d6be52c7a34be8c68d9175f53c25787ba1e8,btw,win,get,i,False,False,False,0.06615607683479076,0.05705114971992493
baseline,twitter,a39977f8972da7fae3659fc4a27c4210a2a9418d2e7f3d0ef0fca89f476be334,did,to,many,do,False,False,True,0.2543305118934534,0.20004477547070829
baseline,twitter,6ef96dc21df96dc697f6dca36f2551534829f753e848f4ef57d41886b2216585,way,only,way,best,False,True,True,0.05754367140675353,0.05024545261025461
baseline,twitter,ffd7a20502578ec50ebaa7adf48dd02b2bc883116fa151c175ee9b82c1d4753a,d,a,back,that,False,False,True,0.11368221408626554,0.09371661971496138
baseline,twitter,a8e4f335c7018ea60364f322f9f8ebbcb481af5c6336237680ca8077b3d3afbe,noone,but,and,so,False,False,False,0.17469267152003667,0.13982150680973668
baseline,twitter,71f2a484ee3650d11e5ead337eea7a69682eb9af81c2915ff936f9495b0c2dcb,show,show,program,talk,True,True,True,0.5432433892606584,0.43579782220810315
baseline,twitter,620019b2c07fed9466ba23fbf8a06e2722231bd8d871e290e39083043285b4a1,the,the,you,it,True,True,True,0.9272516848563231,0.8679888188929514
baseline,twitter,47d52e198ca4f55c8de69f20e7ba2becf035a1c459f2cbfd6a1b5962f11b94cd,the,you,the,it,False,True,True,0.12065458125591247,0.09901652430377766
baseline,twitter,60865a6d5068d12e5cc46323499cd2a780b114af5da447c12a90541ef0bdf66f,this,this,the,it,True,True,True,0.42631605749303514,0.33561983547975616
baseline,twitter,c9c1f19bd8b4121ce4a9c3f156ad8dc1cdd9175655fb8c14460807917d74c478,dats,and,if,or,False,False,False,0.0660868094639341,0.05699668731643551
baseline,twitter,7a63dc69ffa2ed5ea15907c85aa72846a1840d3b8d824d47a467553723630ecc,i,i,i'm,you,True,True,True,0.6064308971770896,0.4938885819690398
baseline,twitter,aa613ed6432b2081cc52bf7622d8a22638c5694f7d5936ed3b4660c6dd205d0e,there,a,like,sure,False,False,True,0.08499269998319862,0.0717280478885898
baseline,twitter,c3413d3ce95a5c25f064abc159b6ea1b2af1545935d28ec928ebb23f4594c72d,ability,annual,goal,board,False,False,True,0.061765962847271066,0.05359088082672209
baseline,twitter,a919fb4aaa5d829deea9d5f052e41ce4553d2d500e2e5ccabab756d1a5d7c1f6,yes,is,of,and,False,False,False,0.07447389640798105,0.06356289437281128
